Dagsetning;Evra EUR miðgengi;Evra EUR kaupgengi;Evra EUR sölugengi;Bandaríkjadalur USD miðgengi;Bandaríkjadalur USD kaupgengi;Bandaríkjadalur USD sölugengi;Sterlingspund GBP miðgengi;Sterlingspund GBP kaupgengi;Sterlingspund GBP sölugengi;
27.03.2018;121,70;121,36;122,04;98,05;97,82;98,28;138,41;138,07;138,75;
26.03.2018;121,90;121,56;122,24;98,31;98,08;98,54;139,84;139,50;140,18;
23.03.2018;122,30;121,96;122,64;99,19;98,95;99,43;139,80;139,46;140,14;
22.03.2018;122,70;122,36;123,04;99,57;99,33;99,81;140,87;140,53;141,21;
21.03.2018;122,50;122,16;122,84;99,78;99,54;100,02;140,39;140,05;140,73;
20.03.2018;122,50;122,16;122,84;99,49;99,25;99,73;139,61;139,27;139,95;
19.03.2018;122,50;122,16;122,84;99,61;99,37;99,85;139,73;139,39;140,07;
16.03.2018;122,70;122,36;123,04;99,52;99,28;99,76;138,93;138,59;139,27;
15.03.2018;123,10;122,76;123,44;99,57;99,33;99,81;138,76;138,42;139,10;
14.03.2018;123,10;122,76;123,44;99,54;99,30;99,78;138,96;138,62;139,30;
13.03.2018;123,10;122,76;123,44;99,81;99,57;100,05;138,72;138,38;139,06;
12.03.2018;123,10;122,76;123,44;99,98;99,74;100,22;138,55;138,21;138,89;
09.03.2018;123,10;122,76;123,44;100,08;99,84;100,32;138,30;137,96;138,64;
08.03.2018;123,30;122,96;123,64;99,58;99,34;99,82;138,15;137,81;138,49;
07.03.2018;123,90;123,55;124,25;99,61;99,37;99,85;138,32;137,98;138,66;
06.03.2018;123,70;123,35;124,05;100,20;99,96;100,44;138,82;138,48;139,16;
05.03.2018;123,90;123,55;124,25;100,54;100,30;100,78;139,01;138,67;139,35;
02.03.2018;123,70;123,35;124,05;100,67;100,43;100,91;138,75;138,41;139,09;
01.03.2018;123,70;123,35;124,05;101,46;101,22;101,70;139,52;139,18;139,86;
28.02.2018;123,70;123,35;124,05;101,19;100,95;101,43;140,46;140,12;140,80;
27.02.2018;123,72;123,37;124,07;100,40;100,16;100,64;140,18;139,84;140,52;
26.02.2018;123,70;123,35;124,05;100,16;99,92;100,40;140,77;140,43;141,11;
23.02.2018;123,90;123,55;124,25;100,64;100,40;100,88;140,61;140,27;140,95;
22.02.2018;123,90;123,55;124,25;100,78;100,54;101,02;140,05;139,71;140,39;
21.02.2018;123,88;123,53;124,23;100,58;100,34;100,82;140,18;139,84;140,52;
20.02.2018;124,48;124,13;124,83;100,92;100,68;101,16;141,15;140,81;141,49;
19.02.2018;124,63;124,28;124,98;100,37;100,13;100,61;140,76;140,42;141,10;
16.02.2018;125,20;124,85;125,55;100,15;99,91;100,39;141,03;140,69;141,37;
15.02.2018;125,00;124,65;125,35;100,08;99,84;100,32;140,86;140,52;141,20;
14.02.2018;125,40;125,05;125,75;101,51;101,27;101,75;140,85;140,51;141,19;
13.02.2018;125,40;125,05;125,75;101,59;101,35;101,83;141,40;141,06;141,74;
12.02.2018;125,20;124,85;125,55;102,06;101,82;102,30;141,29;140,95;141,63;
09.02.2018;125,20;124,85;125,55;102,13;101,89;102,37;142,04;141,70;142,38;
08.02.2018;125,20;124,85;125,55;102,30;102,06;102,54;142,08;141,74;142,42;
07.02.2018;125,02;124,67;125,37;101,30;101,06;101,54;140,56;140,22;140,90;
06.02.2018;125,00;124,65;125,35;100,80;100,56;101,04;140,73;140,39;141,07;
05.02.2018;125,00;124,65;125,35;100,26;100,02;100,50;141,51;141,17;141,85;
02.02.2018;125,00;124,65;125,35;100,11;99,87;100,35;142,34;141,99;142,69;
01.02.2018;125,00;124,65;125,35;100,50;100,26;100,74;143,11;142,76;143,46;
31.01.2018;125,20;124,85;125,55;100,61;100,37;100,85;142,22;141,88;142,56;
30.01.2018;124,60;124,25;124,95;100,34;100,10;100,58;141,37;141,03;141,71;
29.01.2018;124,80;124,45;125,15;100,47;100,23;100,71;141,72;141,38;142,06;
26.01.2018;125,40;125,05;125,75;100,63;100,39;100,87;143,38;143,03;143,73;
25.01.2018;125,90;125,55;126,25;101,39;101,15;101,63;144,68;144,33;145,03;
24.01.2018;125,90;125,55;126,25;101,99;101,75;102,23;143,77;143,42;144,12;
23.01.2018;125,90;125,55;126,25;102,86;102,62;103,10;143,41;143,06;143,76;
22.01.2018;125,90;125,55;126,25;102,67;102,43;102,91;142,79;142,44;143,14;
19.01.2018;125,70;125,35;126,05;102,44;102,20;102,68;142,46;142,11;142,81;
18.01.2018;126,08;125,73;126,43;103,12;102,87;103,37;142,75;142,40;143,10;
17.01.2018;125,95;125,60;126,30;102,95;102,70;103,20;142,04;141,70;142,38;
16.01.2018;125,73;125,38;126,08;102,99;102,74;103,24;141,61;141,27;141,95;
15.01.2018;125,75;125,40;126,10;102,41;102,17;102,65;141,33;140,99;141,67;
12.01.2018;125,55;125,20;125,90;103,51;103,26;103,76;140,94;140,60;141,28;
11.01.2018;125,15;124,80;125,50;104,76;104,51;105,01;141,31;140,97;141,65;
10.01.2018;125,15;124,80;125,50;104,36;104,11;104,61;141,28;140,94;141,62;
09.01.2018;125,15;124,80;125,50;104,91;104,66;105,16;141,96;141,62;142,30;
08.01.2018;124,95;124,60;125,30;104,10;103,85;104,35;141,00;140,66;141,34;
05.01.2018;125,33;124,98;125,68;104,03;103,78;104,28;140,86;140,52;141,20;
04.01.2018;125,25;124,90;125,60;103,90;103,65;104,15;140,87;140,53;141,21;
03.01.2018;125,43;125,08;125,78;104,36;104,11;104,61;141,71;141,37;142,05;
02.01.2018;124,25;123,90;124,60;102,86;102,62;103,10;139,37;139,03;139,71;
29.12.2017;125,05;124,70;125,40;104,42;104,17;104,67;140,98;140,64;141,32;
28.12.2017;125,25;124,90;125,60;105,03;104,78;105,28;141,19;140,85;141,53;
27.12.2017;125,65;125,30;126,00;105,69;105,44;105,94;141,67;141,33;142,01;
22.12.2017;125,65;125,30;126,00;106,02;105,77;106,27;141,83;141,49;142,17;
21.12.2017;125,05;124,70;125,40;105,26;105,01;105,51;140,85;140,51;141,19;
20.12.2017;125,25;124,90;125,60;105,72;105,47;105,97;141,68;141,34;142,02;
19.12.2017;124,63;124,28;124,98;105,55;105,30;105,80;141,14;140,80;141,48;
18.12.2017;124,23;123,88;124,58;105,40;105,15;105,65;140,55;140,21;140,89;
15.12.2017;124,60;124,25;124,95;105,58;105,33;105,83;141,63;141,29;141,97;
14.12.2017;123,80;123,45;124,15;104,75;104,50;105,00;140,77;140,43;141,11;
13.12.2017;123,00;122,66;123,34;104,69;104,44;104,94;139,69;139,35;140,03;
12.12.2017;123,40;123,06;123,74;104,80;104,55;105,05;139,66;139,32;140,00;
11.12.2017;122,80;122,46;123,14;104,09;103,84;104,34;139,23;138,89;139,57;
08.12.2017;123,00;122,66;123,34;104,78;104,53;105,03;141,18;140,84;141,52;
07.12.2017;123,80;123,45;124,15;105,07;104,82;105,32;140,87;140,53;141,21;
06.12.2017;122,80;122,46;123,14;103,85;103,60;104,10;138,91;138,57;139,25;
05.12.2017;122,60;122,26;122,94;103,33;103,08;103,58;138,67;138,33;139,01;
04.12.2017;123,00;122,66;123,34;103,84;103,59;104,09;139,43;139,09;139,77;
01.12.2017;122,80;122,46;123,14;103,20;102,95;103,45;139,24;138,90;139,58;
30.11.2017;122,40;122,06;122,74;103,50;103,25;103,75;139,24;138,90;139,58;
29.11.2017;122,77;122,43;123,11;103,58;103,33;103,83;138,90;138,56;139,24;
28.11.2017;123,30;122,96;123,64;103,81;103,56;104,06;137,93;137,60;138,26;
27.11.2017;122,70;122,36;123,04;102,82;102,58;103,06;137,29;136,96;137,62;
24.11.2017;122,70;122,36;123,04;103,42;103,17;103,67;137,69;137,36;138,02;
23.11.2017;123,30;122,96;123,64;104,14;103,89;104,39;138,55;138,21;138,89;
22.11.2017;121,70;121,36;122,04;103,56;103,31;103,81;137,18;136,85;137,51;
21.11.2017;121,70;121,36;122,04;103,70;103,45;103,95;137,28;136,95;137,61;
20.11.2017;121,90;121,56;122,24;103,38;103,13;103,63;137,07;136,74;137,40;
17.11.2017;121,90;121,56;122,24;103,29;103,04;103,54;136,80;136,47;137,13;
16.11.2017;121,90;121,56;122,24;103,55;103,30;103,80;136,58;136,25;136,91;
15.11.2017;122,70;122,36;123,04;103,59;103,34;103,84;136,32;135,99;136,65;
14.11.2017;121,20;120,86;121,54;103,41;103,16;103,66;135,42;135,09;135,75;
13.11.2017;120,80;120,46;121,14;103,74;103,49;103,99;135,71;135,38;136,04;
10.11.2017;120,80;120,46;121,14;103,67;103,42;103,92;136,41;136,08;136,74;
09.11.2017;121,00;120,66;121,34;104,26;104,01;104,51;136,51;136,18;136,84;
08.11.2017;122,75;122,41;123,09;105,83;105,58;106,08;138,86;138,52;139,20;
07.11.2017;122,67;122,33;123,01;106,07;105,82;106,32;139,43;139,09;139,77;
06.11.2017;123,45;123,11;123,79;106,38;106,13;106,63;139,55;139,21;139,89;
03.11.2017;123,65;123,31;123,99;106,16;105,91;106,41;138,71;138,37;139,05;
02.11.2017;123,62;123,28;123,96;106,14;105,89;106,39;140,38;140,04;140,72;
01.11.2017;123,30;122,96;123,64;105,94;105,69;106,19;140,93;140,59;141,27;
31.10.2017;122,25;121,91;122,59;105,12;104,87;105,37;139,00;138,66;139,34;
30.10.2017;122,25;121,91;122,59;105,07;104,82;105,32;138,32;137,98;138,66;
27.10.2017;123,93;123,58;124,28;106,63;106,38;106,88;139,58;139,24;139,92;
26.10.2017;124,15;123,80;124,50;105,12;104,87;105,37;139,07;138,73;139,41;
25.10.2017;124,52;124,17;124,87;105,73;105,48;105,98;140,02;139,68;140,36;
24.10.2017;124,07;123,72;124,42;105,52;105,27;105,77;139,08;138,74;139,42;
23.10.2017;124,05;123,70;124,40;105,61;105,36;105,86;139,09;138,75;139,43;
20.10.2017;124,45;124,10;124,80;105,44;105,19;105,69;138,84;138,50;139,18;
19.10.2017;124,45;124,10;124,80;105,26;105,01;105,51;138,49;138,15;138,83;
18.10.2017;124,05;123,70;124,40;105,51;105,26;105,76;139,11;138,77;139,45;
17.10.2017;124,25;123,90;124,60;105,62;105,37;105,87;139,76;139,42;140,10;
16.10.2017;124,05;123,70;124,40;105,10;104,85;105,35;139,80;139,46;140,14;
13.10.2017;124,05;123,70;124,40;104,93;104,68;105,18;139,44;139,10;139,78;
12.10.2017;124,25;123,90;124,60;104,82;104,57;105,07;138,22;137,88;138,56;
11.10.2017;124,05;123,70;124,40;104,98;104,73;105,23;138,52;138,18;138,86;
10.10.2017;124,55;124,20;124,90;105,66;105,41;105,91;139,38;139,04;139,72;
09.10.2017;123,80;123,45;124,15;105,42;105,17;105,67;138,58;138,24;138,92;
06.10.2017;123,50;123,16;123,84;105,44;105,19;105,69;137,80;137,47;138,13;
05.10.2017;125,05;124,70;125,40;106,38;106,13;106,63;140,19;139,85;140,53;
04.10.2017;124,37;124,02;124,72;105,62;105,37;105,87;140,28;139,94;140,62;
03.10.2017;124,57;124,22;124,92;105,99;105,74;106,24;140,60;140,26;140,94;
02.10.2017;124,92;124,57;125,27;106,40;106,15;106,65;141,54;141,20;141,88;
29.09.2017;124,55;124,20;124,90;105,47;105,22;105,72;141,14;140,80;141,48;
28.09.2017;125,35;125,00;125,70;106,40;106,15;106,65;142,78;142,43;143,13;
27.09.2017;126,18;125,83;126,53;107,35;107,09;107,61;144,14;143,79;144,49;
26.09.2017;127,25;126,89;127,61;107,94;107,68;108,20;145,04;144,69;145,39;
25.09.2017;128,05;127,69;128,41;107,74;107,48;108,00;145,44;145,09;145,79;
22.09.2017;128,35;127,99;128,71;107,17;106,91;107,43;145,24;144,89;145,59;
21.09.2017;128,38;128,02;128,74;107,78;107,52;108,04;145,42;145,07;145,77;
20.09.2017;127,73;127,37;128,09;106,42;106,17;106,67;144,03;143,68;144,38;
19.09.2017;126,90;126,55;127,25;105,86;105,61;106,11;142,99;142,64;143,34;
18.09.2017;127,27;126,91;127,63;106,51;106,26;106,76;144,18;143,83;144,53;
15.09.2017;126,50;126,15;126,85;105,89;105,64;106,14;143,92;143,57;144,27;
14.09.2017;126,90;126,55;127,25;106,61;106,36;106,86;140,75;140,41;141,09;
13.09.2017;127,50;127,14;127,86;106,47;106,22;106,72;141,19;140,85;141,53;
12.09.2017;127,40;127,04;127,76;106,71;106,46;106,96;141,79;141,45;142,13;
11.09.2017;127,40;127,04;127,76;106,06;105,81;106,31;140,05;139,71;140,39;
08.09.2017;127,60;127,24;127,96;105,74;105,49;105,99;139,41;139,07;139,75;
07.09.2017;126,68;126,33;127,03;105,76;105,51;106,01;138,44;138,10;138,78;
06.09.2017;126,68;126,33;127,03;106,15;105,90;106,40;138,49;138,15;138,83;
05.09.2017;124,90;124,55;125,25;104,93;104,68;105,18;136,00;135,67;136,33;
04.09.2017;124,70;124,35;125,05;104,72;104,47;104,97;135,60;135,27;135,93;
01.09.2017;124,50;124,15;124,85;104,48;104,23;104,73;135,07;134,74;135,40;
31.08.2017;124,70;124,35;125,05;105,16;104,91;105,41;135,44;135,11;135,77;
30.08.2017;125,70;125,35;126,05;105,21;104,96;105,46;135,98;135,65;136,31;
29.08.2017;125,70;125,35;126,05;104,38;104,13;104,63;135,24;134,91;135,57;
28.08.2017;124,80;124,45;125,15;104,54;104,29;104,79;134,83;134,50;135,16;
25.08.2017;126,60;126,25;126,95;107,14;106,88;107,40;137,48;137,15;137,81;
24.08.2017;126,53;126,18;126,88;107,34;107,08;107,60;137,64;137,31;137,97;
23.08.2017;127,40;127,04;127,76;108,12;107,86;108,38;138,37;138,03;138,71;
22.08.2017;124,50;124,15;124,85;105,93;105,68;106,18;135,87;135,54;136,20;
21.08.2017;124,30;123,95;124,65;105,76;105,51;106,01;136,32;135,99;136,65;
18.08.2017;126,40;126,05;126,75;107,61;107,35;107,87;138,73;138,39;139,07;
17.08.2017;127,95;127,59;128,31;109,45;109,19;109,71;140,74;140,40;141,08;
16.08.2017;128,15;127,79;128,51;109,53;109,27;109,79;140,99;140,65;141,33;
15.08.2017;126,55;126,20;126,90;107,73;107,47;107,99;138,72;138,38;139,06;
14.08.2017;126,35;126,00;126,70;107,09;106,84;107,34;138,95;138,61;139,29;
11.08.2017;124,45;124,10;124,80;105,76;105,51;106,01;137,08;136,75;137,41;
10.08.2017;124,45;124,10;124,80;106,19;105,94;106,44;138,04;137,71;138,37;
09.08.2017;123,80;123,45;124,15;105,40;105,15;105,65;137,11;136,78;137,44;
08.08.2017;123,80;123,45;124,15;104,77;104,52;105,02;136,58;136,25;136,91;
04.08.2017;123,80;123,45;124,15;104,25;104,00;104,50;137,03;136,70;137,36;
03.08.2017;123,80;123,45;124,15;104,56;104,31;104,81;138,48;138,14;138,82;
02.08.2017;123,10;122,76;123,44;104,00;103,75;104,25;137,69;137,36;138,02;
01.08.2017;122,10;121,76;122,44;103,36;103,11;103,61;136,58;136,25;136,91;
31.07.2017;120,90;120,56;121,24;103,07;102,82;103,32;135,14;134,81;135,47;
28.07.2017;121,30;120,96;121,64;103,62;103,37;103,87;135,49;135,16;135,82;
27.07.2017;121,70;121,36;122,04;103,93;103,68;104,18;136,66;136,33;136,99;
26.07.2017;121,60;121,26;121,94;104,42;104,17;104,67;136,28;135,95;136,61;
25.07.2017;123,80;123,45;124,15;106,28;106,03;106,53;138,42;138,08;138,76;
24.07.2017;122,30;121,96;122,64;104,96;104,71;105,21;136,82;136,49;137,15;
21.07.2017;122,50;122,16;122,84;105,20;104,95;105,45;136,89;136,56;137,22;
20.07.2017;122,40;122,06;122,74;106,33;106,08;106,58;137,74;137,41;138,07;
19.07.2017;123,13;122,79;123,47;106,78;106,53;107,03;139,32;138,98;139,66;
18.07.2017;118,85;118,52;119,18;102,81;102,57;103,05;133,94;133,62;134,26;
17.07.2017;118,38;118,05;118,71;103,30;103,05;103,55;135,03;134,70;135,36;
14.07.2017;120,02;119,69;120,35;105,15;104,90;105,40;136,37;136,04;136,70;
13.07.2017;118,60;118,27;118,93;104,14;103,89;104,39;134,53;134,20;134,86;
12.07.2017;123,83;123,48;124,18;108,09;107,83;108,35;139,05;138,71;139,39;
11.07.2017;120,80;120,46;121,14;106,03;105,78;106,28;136,84;136,51;137,17;
10.07.2017;119,30;118,97;119,63;104,72;104,47;104,97;134,80;134,47;135,13;
07.07.2017;118,63;118,30;118,96;103,95;103,70;104,20;134,03;133,70;134,36;
06.07.2017;119,03;118,70;119,36;104,69;104,44;104,94;135,76;135,43;136,09;
05.07.2017;117,70;117,37;118,03;103,96;103,71;104,21;134,22;133,89;134,55;
04.07.2017;116,40;116,08;116,72;102,56;102,32;102,80;132,69;132,37;133,01;
03.07.2017;116,37;116,05;116,69;102,31;102,07;102,55;132,65;132,33;132,97;
30.06.2017;117,83;117,50;118,16;103,34;103,09;103,59;133,99;133,67;134,31;
29.06.2017;117,07;116,74;117,40;102,63;102,39;102,87;133,03;132,71;133,35;
28.06.2017;118,30;117,97;118,63;104,12;103,87;104,37;133,56;133,24;133,88;
27.06.2017;118,20;117,87;118,53;105,02;104,77;105,27;133,84;133,52;134,16;
26.06.2017;115,80;115,48;116,12;103,57;103,32;103,82;131,91;131,59;132,23;
23.06.2017;116,00;115,68;116,32;103,89;103,64;104,14;132,28;131,96;132,60;
22.06.2017;117,33;117,00;117,66;105,10;104,85;105,35;133,16;132,84;133,48;
21.06.2017;117,00;116,67;117,33;104,99;104,74;105,24;132,61;132,29;132,93;
20.06.2017;114,80;114,48;115,12;102,93;102,68;103,18;130,34;130,02;130,66;
19.06.2017;113,55;113,23;113,87;101,36;101,12;101,60;129,69;129,38;130,00;
16.06.2017;112,85;112,54;113,16;100,94;100,70;101,18;128,93;128,62;129,24;
15.06.2017;112,70;112,39;113,01;100,91;100,67;101,15;128,16;127,85;128,47;
14.06.2017;112,00;111,69;112,31;99,95;99,71;100,19;127,23;126,92;127,54;
13.06.2017;113,00;112,68;113,32;100,85;100,61;101,09;128,29;127,98;128,60;
12.06.2017;110,65;110,34;110,96;98,70;98,46;98,94;125,21;124,91;125,51;
09.06.2017;110,62;110,31;110,93;98,94;98,70;99,18;126,22;125,91;126,53;
08.06.2017;111,25;110,94;111,56;99,03;98,79;99,27;128,18;127,87;128,49;
07.06.2017;110,35;110,04;110,66;98,41;98,18;98,64;126,94;126,63;127,25;
06.06.2017;110,00;109,69;110,31;97,79;97,56;98,02;126,19;125,88;126,50;
02.06.2017;110,10;109,79;110,41;98,12;97,89;98,35;126,20;125,89;126,51;
01.06.2017;111,15;110,84;111,46;99,02;98,78;99,26;127,13;126,82;127,44;
31.05.2017;111,32;111,01;111,63;99,28;99,04;99,52;127,56;127,25;127,87;
30.05.2017;111,20;110,89;111,51;99,64;99,40;99,88;128,14;127,83;128,45;
29.05.2017;111,70;111,39;112,01;99,85;99,61;100,09;128,23;127,92;128,54;
26.05.2017;112,47;112,16;112,78;100,26;100,02;100,50;128,91;128,60;129,22;
24.05.2017;112,30;111,99;112,61;100,40;100,16;100,64;130,17;129,85;130,49;
23.05.2017;112,32;112,01;112,63;99,87;99,63;100,11;129,57;129,26;129,88;
22.05.2017;111,95;111,64;112,26;99,70;99,46;99,94;129,52;129,21;129,83;
19.05.2017;112,18;111,87;112,49;100,54;100,30;100,78;130,67;130,35;130,99;
18.05.2017;112,90;112,59;113,21;101,41;101,17;101,65;132,28;131,96;132,60;
17.05.2017;113,25;112,93;113,57;101,96;101,72;102,20;132,13;131,81;132,45;
16.05.2017;113,47;113,15;113,79;102,64;102,40;102,88;132,29;131,97;132,61;
15.05.2017;113,22;112,90;113,54;103,26;103,01;103,51;133,49;133,17;133,81;
12.05.2017;113,95;113,63;114,27;104,81;104,56;105,06;134,85;134,52;135,18;
11.05.2017;114,92;114,60;115,24;105,71;105,46;105,96;136,62;136,29;136,95;
10.05.2017;115,50;115,18;115,82;106,25;106,00;106,50;137,59;137,26;137,92;
09.05.2017;115,58;115,26;115,90;106,12;105,87;106,37;137,15;136,82;137,48;
08.05.2017;116,25;115,93;116,57;106,19;105,94;106,44;137,66;137,33;137,99;
05.05.2017;116,25;115,93;116,57;106,08;105,83;106,33;137,19;136,86;137,52;
04.05.2017;116,17;115,85;116,49;106,29;106,04;106,54;136,95;136,62;137,28;
03.05.2017;115,85;115,53;116,17;106,19;105,94;106,44;137,22;136,89;137,55;
02.05.2017;115,75;115,43;116,07;106,04;105,79;106,29;137,06;136,73;137,39;
28.04.2017;116,05;115,73;116,37;106,06;105,81;106,31;137,35;137,02;137,68;
27.04.2017;116,20;115,88;116,52;106,63;106,38;106,88;137,56;137,23;137,89;
26.04.2017;115,83;115,51;116,15;106,40;106,15;106,65;136,45;136,12;136,78;
25.04.2017;116,92;116,59;117,25;107,54;107,28;107,80;137,82;137,49;138,15;
24.04.2017;117,00;116,67;117,33;107,80;107,54;108,06;138,15;137,81;138,49;
21.04.2017;117,32;116,99;117,65;109,69;109,43;109,95;140,32;139,98;140,66;
19.04.2017;118,05;117,72;118,38;110,03;109,77;110,29;141,20;140,86;141,54;
18.04.2017;118,35;118,02;118,68;111,01;110,75;111,27;140,33;139,99;140,67;
12.04.2017;118,60;118,27;118,93;111,86;111,59;112,13;139,73;139,39;140,07;
11.04.2017;119,15;118,82;119,48;112,25;111,98;112,52;139,47;139,13;139,81;
10.04.2017;119,10;118,77;119,43;112,58;112,31;112,85;139,62;139,28;139,96;
07.04.2017;119,50;119,17;119,83;112,40;112,13;112,67;139,62;139,28;139,96;
06.04.2017;119,95;119,62;120,28;112,47;112,20;112,74;140,10;139,76;140,44;
05.04.2017;119,97;119,64;120,30;112,46;112,19;112,73;140,28;139,94;140,62;
04.04.2017;121,70;121,36;122,04;114,36;114,09;114,63;142,38;142,03;142,73;
03.04.2017;120,90;120,56;121,24;113,46;113,19;113,73;141,78;141,44;142,12;
31.03.2017;120,77;120,43;121,11;113,10;112,83;113,37;140,77;140,43;141,11;
30.03.2017;120,78;120,44;121,12;112,51;112,24;112,78;139,95;139,61;140,29;
29.03.2017;119,95;119,62;120,28;111,17;110,91;111,43;138,14;137,81;138,47;
28.03.2017;119,25;118,92;119,58;109,79;109,53;110,05;138,00;137,67;138,33;
27.03.2017;119,30;118,97;119,63;109,78;109,52;110,04;138,24;137,90;138,58;
24.03.2017;119,27;118,94;119,60;110,36;110,10;110,62;137,84;137,51;138,17;
23.03.2017;120,07;119,74;120,40;111,28;111,02;111,54;139,15;138,81;139,49;
22.03.2017;119,47;119,14;119,80;110,74;110,48;111,00;138,01;137,68;138,34;
21.03.2017;118,22;117,89;118,55;109,45;109,19;109,71;136,52;136,19;136,85;
20.03.2017;116,52;116,19;116,85;108,34;108,08;108,60;134,43;134,10;134,76;
17.03.2017;116,95;116,62;117,28;108,60;108,34;108,86;134,55;134,22;134,88;
16.03.2017;117,90;117,57;118,23;109,97;109,71;110,23;134,90;134,57;135,23;
15.03.2017;116,47;116,15;116,79;109,68;109,42;109,94;133,65;133,33;133,97;
14.03.2017;119,23;118,90;119,56;112,06;111,79;112,33;135,91;135,58;136,24;
13.03.2017;118,40;118,07;118,73;111,01;110,75;111,27;135,58;135,25;135,91;
10.03.2017;115,05;114,73;115,37;108,43;108,17;108,69;131,89;131,57;132,21;
09.03.2017;115,05;114,73;115,37;108,96;108,70;109,22;132,42;132,10;132,74;
08.03.2017;115,05;114,73;115,37;108,94;108,68;109,20;132,55;132,23;132,87;
07.03.2017;114,40;114,08;114,72;108,22;107,96;108,48;131,96;131,64;132,28;
06.03.2017;113,05;112,73;113,37;106,75;106,50;107,00;130,83;130,51;131,15;
03.03.2017;113,00;112,68;113,32;107,24;106,98;107,50;131,08;130,76;131,40;
02.03.2017;113,47;113,15;113,79;107,73;107,47;107,99;132,28;131,96;132,60;
01.03.2017;112,23;111,92;112,54;106,50;106,25;106,75;131,77;131,45;132,09;
28.02.2017;113,12;112,80;113,44;106,74;106,49;106,99;132,74;132,42;133,06;
27.02.2017;113,92;113,60;114,24;107,59;107,33;107,85;133,65;133,33;133,97;
24.02.2017;114,80;114,48;115,12;108,40;108,14;108,66;136,07;135,74;136,40;
23.02.2017;115,47;115,15;115,79;109,48;109,22;109,74;136,47;136,14;136,80;
22.02.2017;115,80;115,48;116,12;110,27;110,01;110,53;137,35;137,02;137,68;
21.02.2017;116,70;116,37;117,03;110,76;110,50;111,02;137,63;137,30;137,96;
20.02.2017;117,05;116,72;117,38;110,20;109,94;110,46;137,35;137,02;137,68;
17.02.2017;117,55;117,22;117,88;110,39;110,13;110,65;136,96;136,63;137,29;
16.02.2017;117,62;117,29;117,95;110,65;110,39;110,91;138,53;138,19;138,87;
15.02.2017;118,00;117,67;118,33;111,87;111,60;112,14;139,08;138,74;139,42;
14.02.2017;119,40;119,07;119,73;112,49;112,22;112,76;140,19;139,85;140,53;
13.02.2017;120,45;120,11;120,79;113,22;112,95;113,49;141,71;141,37;142,05;
10.02.2017;120,65;120,31;120,99;113,36;113,09;113,63;141,72;141,38;142,06;
09.02.2017;121,03;120,69;121,37;113,19;112,92;113,46;142,22;141,88;142,56;
08.02.2017;120,63;120,29;120,97;113,34;113,07;113,61;141,58;141,24;141,92;
07.02.2017;121,58;121,24;121,92;113,99;113,72;114,26;141,02;140,68;141,36;
06.02.2017;121,53;121,19;121,87;113,18;112,91;113,45;141,25;140,91;141,59;
03.02.2017;121,97;121,63;122,31;113,54;113,27;113,81;141,81;141,47;142,15;
02.02.2017;121,97;121,63;122,31;112,79;112,52;113,06;142,81;142,46;143,16;
01.02.2017;124,35;124,00;124,70;115,25;114,98;115,52;145,46;145,11;145,81;
31.01.2017;124,35;124,00;124,70;116,13;115,85;116,41;144,41;144,06;144,76;
30.01.2017;124,45;124,10;124,80;116,35;116,07;116,63;145,94;145,59;146,29;
27.01.2017;124,43;124,08;124,78;116,51;116,23;116,79;145,98;145,63;146,33;
26.01.2017;124,38;124,03;124,73;116,03;115,75;116,31;146,30;145,95;146,65;
25.01.2017;124,07;123,72;124,42;115,41;115,14;115,68;145,06;144,71;145,41;
24.01.2017;123,45;123,11;123,79;114,99;114,72;115,26;143,37;143,02;143,72;
23.01.2017;121,05;120,71;121,39;112,70;112,43;112,97;140,49;140,15;140,83;
20.01.2017;120,92;120,58;121,26;113,72;113,45;113,99;139,81;139,47;140,15;
19.01.2017;120,52;120,18;120,86;113,11;112,84;113,38;139,43;139,09;139,77;
18.01.2017;120,25;119,91;120,59;112,58;112,31;112,85;138,50;138,16;138,84;
17.01.2017;120,67;120,33;121,01;113,15;112,88;113,42;137,43;137,10;137,76;
16.01.2017;121,18;120,84;121,52;114,47;114,20;114,74;137,88;137,55;138,21;
13.01.2017;121,60;121,26;121,94;114,24;113,97;114,51;139,55;139,21;139,89;
12.01.2017;121,40;121,06;121,74;114,26;113,99;114,53;140,14;139,80;140,48;
11.01.2017;122,68;122,34;123,02;116,64;116,36;116,92;141,43;141,09;141,77;
10.01.2017;121,00;120,66;121,34;114,31;114,04;114,58;138,79;138,45;139,13;
09.01.2017;120,00;119,67;120,33;114,10;113,83;114,37;138,67;138,33;139,01;
06.01.2017;119,90;119,57;120,23;113,16;112,89;113,43;140,13;139,79;140,47;
05.01.2017;118,82;118,49;119,15;113,23;112,96;113,50;139,29;138,95;139,63;
04.01.2017;118,60;118,27;118,93;113,64;113,37;113,91;139,43;139,09;139,77;
03.01.2017;118,90;118,57;119,23;114,23;113,96;114,50;140,38;140,04;140,72;
02.01.2017;119,10;118,77;119,43;113,61;113,34;113,88;139,78;139,44;140,12;
30.12.2016;119,13;118,80;119,46;112,82;112,55;113,09;138,91;138,57;139,25;
29.12.2016;119,73;119,40;120,06;114,32;114,05;114,59;140,15;139,81;140,49;
28.12.2016;118,65;118,32;118,98;113,69;113,42;113,96;139,00;138,66;139,34;
